Species	Status	min_age	max_age
Mancalla	extinct	0.0117	0.126
Passeriformes	extinct	0.0117	0.126
Aves	extinct	0.0117	0.126
Abelisauridae	extinct	85.8	93.5
Murusraptor_barrosaensis	extinct	70.6	83.5
Sauropoda	extinct	89.8	99.6
Continuoolithus_canadensis	extinct	70.6	83.5
Tubercuoolithus_tetonensis	extinct	70.6	83.5
Triprismatoolithus_stephensi	extinct	70.6	83.5
Spheroolithus_choteauensis	extinct	70.6	83.5
Triprismatoolithus_stephensi	extinct	70.6	83.5
Spheroolithus_choteauensis	extinct	70.6	83.5
Spheroolithus_choteauensis	extinct	70.6	83.5
Prismatoolithus_hirschi	extinct	70.6	83.5
Continuoolithus_canadensis	extinct	70.6	83.5
Tubercuoolithus_tetonensis	extinct	70.6	83.5
Continuoolithus_canadensis	extinct	70.6	83.5
Richardoestesia	extinct	93.9	100.5
Nodosauridae	extinct	93.9	100.5
Hadrosauridae	extinct	93.9	100.5
Hadrosauridae	extinct	93.9	100.5
Tenontosaurus_tilletti	extinct	100.5	125
Deinonychus_antirrhopus	extinct	100.5	125
Dinosauria	extinct	208.5	237
Eodromaeus_murphi	extinct	228	237
Majungasaurus_crenatissimus	extinct	66	72.1
Tianyulong_confuciusi	extinct	150.8	167.7
Leonerasaurus_taquetrensis	extinct	174.1	196.5
Qiupalong_henanensis	extinct	66	100.5
Yulong_mini	extinct	66	100.5
Troodontidae	extinct	66	100.5
Ankylosauridae	extinct	66	100.5
Ornithopoda	extinct	66	100.5
Dinosauria	extinct	66	100.5
Aves	extinct	66	100.5
Luanchuanraptor_henanensis	extinct	66	100.5
Liubangosaurus_hei	extinct	100.5	145
Theropoda	extinct	89.3	100.5
Hadrosaurinae	extinct	66	70.6
Jiuquanornis_niui	extinct	113	125
Tenontosaurus	extinct	100.5	125
Dinosauria	extinct	174.1	190.8
Sauropoda	extinct	168.3	182.7
Dinosauria	extinct	182.7	199.3
Koreaceratops_hwaseongensis	extinct	100.5	113
Jintasaurus_meniscus	extinct	100.5	125
Xuwulong_yueluni	extinct	100.5	125
Podilymbus_podiceps	extinct	0.0117	0.126
Botaurus_lentiginosus	extinct	0.0117	0.126
Anas_platyrhynchos	extinct	0.0117	0.126
Anas_crecca	extinct	0.0117	0.126
Anas_discors	extinct	0.0117	0.126
Lophodytes_cucullatus	extinct	0.0117	0.126
Mergus	extinct	0.0117	0.126
Anatidae	extinct	0.0117	0.126
Accipiter_striatus	extinct	0.0117	0.126
Buteo_platypterus	extinct	0.0117	0.126
Accipitridae	extinct	0.0117	0.126
Falco_sparverius	extinct	0.0117	0.126
Bonasa_umbellus	extinct	0.0117	0.126
Colinus_virginianus	extinct	0.0117	0.126
Meleagris_gallopavo	extinct	0.0117	0.126
Rallus_limicola	extinct	0.0117	0.126
Porzana	extinct	0.0117	0.126
Gallinula_chloropus	extinct	0.0117	0.126
Rallidae	extinct	0.0117	0.126
Pluvialis_dominica	extinct	0.0117	0.126
Scolopax_minor	extinct	0.0117	0.126
Capella	extinct	0.0117	0.126
Actitis_macularia	extinct	0.0117	0.126
Tringa	extinct	0.0117	0.126
Limosa	extinct	0.0117	0.126
Scolopacidae	extinct	0.0117	0.126
Ectopistes_migratorius	extinct	0.0117	0.126
Coccyzus	extinct	0.0117	0.126
Otus_asio	extinct	0.0117	0.126
Bubo_virginianus	extinct	0.0117	0.126
Asio_flammeus	extinct	0.0117	0.126
Aegolius_acadicus	extinct	0.0117	0.126
Chaetura	extinct	0.0117	0.126
Megaceryle_alcyon	extinct	0.0117	0.126
Colaptes_auratus	extinct	0.0117	0.126
Dryocopus	extinct	0.0117	0.126
Melanerpes_carolinus	extinct	0.0117	0.126
Dendrocopos	extinct	0.0117	0.126
Picidae	extinct	0.0117	0.126
Eremophila_alpestris	extinct	0.0117	0.126
Cyanocitta_cristata	extinct	0.0117	0.126
Corvus_brachyrhynchos	extinct	0.0117	0.126
Parus	extinct	0.0117	0.126
Parus	extinct	0.0117	0.126
Sitta_canadensis	extinct	0.0117	0.126
Cistothorus	extinct	0.0117	0.126
Toxostoma_rufum	extinct	0.0117	0.126
Turdus_migratorius	extinct	0.0117	0.126
Catharus	extinct	0.0117	0.126
Bombycilla	extinct	0.0117	0.126
Sturnella	extinct	0.0117	0.126
Agelaius_phoeniceus	extinct	0.0117	0.126
Icterus	extinct	0.0117	0.126
Piranga	extinct	0.0117	0.126
Pinicola	extinct	0.0117	0.126
Loxia	extinct	0.0117	0.126
Junco_hyemalis	extinct	0.0117	0.126
Fringillidae	extinct	0.0117	0.126
Theropoda	extinct	189.6	196.5
Camarasaurus	extinct	145	157.3
Calonectris_kurodai	extinct	13.82	15.97
Dinosauria	extinct	182.7	199.3
Abelisauroidea	extinct	125	132.9
Dinosauria	extinct	166.1	168.3
Spinophorosaurus_nigerensis	extinct	163.5	174.1
Podilymbus_podiceps	extinct	0.0117	0.126
Bucephala	extinct	0.0117	0.126
Lophodytes_cucullatus	extinct	0.0117	0.126
Anatidae	extinct	0.0117	0.126
Accipiter_striatus	extinct	0.0117	0.126
Buteo_jamaicensis	extinct	0.0117	0.126
Abelisauroidea	extinct	113	125
Tapuiasaurus_macedoi	extinct	113	125
Accipiter	extinct	0	0.126
Ectopistes_migratorius	extinct	0	0.126
Corvus	extinct	0	0.126
Carpodacus	extinct	0	0.126
Aves	extinct	0	0.126
Colinus_virginianus	extinct	0	0.126
Bonasa_umbellus	extinct	0	0.126
Ectopistes_migratorius	extinct	0	0.126
Otus_asio	extinct	0	0.126
Aegolius_acadicus	extinct	0	0.126
Strigidae	extinct	0	0.126
Colaptes_auratus	extinct	0	0.126
Colaptes_auratus	extinct	0	0.126
Dendrocopos	extinct	0	0.126
Picidae	extinct	0	0.126
Cyanocitta_cristata	extinct	0	0.126
Vermivora	extinct	0	0.126
Passeriformes	extinct	0	0.126
Aves	extinct	0	0.126
Anatidae	extinct	0	0.0117
Aves	extinct	0	0.126
Aves	extinct	0.126	0.781
Gavia	extinct	0.0117	2.588
Alcidae	extinct	0.0117	2.588
Aves	extinct	0.0117	0.126
Aves	extinct	0	0.126
Meleagris_gallopavo	extinct	0	0.126
Cygnus_(Olor)	extinct	0	0.0117
Cathartes_aura	extinct	0	0.0117
Haliaeetus_leucocephalus	extinct	0	0.0117
Meleagris_gallopavo	extinct	0	0.0117
Aves	extinct	0.0117	0.126
Colinus_virginianus	extinct	0.0117	0.126
Bonasa_umbellus	extinct	0.0117	0.126
Meleagris_gallopavo	extinct	0.0117	0.126
Rallus_limicola	extinct	0.0117	0.126
Scolopax_minor	extinct	0.0117	0.126
Ectopistes_migratorius	extinct	0.0117	0.126
Bubo_virginianus	extinct	0.0117	0.126
Colaptes_auratus	extinct	0.0117	0.126
Corvus	extinct	0.0117	0.126
Pica_pica	extinct	0.0117	0.126
Agelaius_phoeniceus	extinct	0.0117	0.126
Meleagris_gallopavo	extinct	0	0.0117
Calonectris	extinct	11.62	13.82
Brontopodus	extinct	100.5	125
Ornithopoda	extinct	100.5	125
Ankylosauria	extinct	100.5	125
Dromaeosauridae	extinct	100.5	125
Theropoda	extinct	100.5	125
Grallator_(Eubrontes)	extinct	199.3	208.5
Anchisauripus_milfordensis	extinct	208.5	228
Albinykus_baatar	extinct	83.6	86.3
Haya_griva	extinct	83.6	86.3
Ornithomimidae	extinct	83.6	86.3
Theropoda	extinct	83.6	86.3
Telmatosaurus	extinct	66	72.1
Zalmoxes	extinct	66	72.1
Theropoda	extinct	166.1	168.3
Sauropoda	extinct	166.1	168.3
Theropoda	extinct	100.5	163.5
Dinosauria	extinct	100.5	163.5
Dinosauria	extinct	182.7	201.3
Gobiceratops_minutus	extinct	66	83.6
Rebbachisauridae	extinct	125	129.4
Sauropoda	extinct	125	129.4
Ornithomimosauria	extinct	66	70.6
Hadrosauroidea	extinct	66	70.6
Theropoda	extinct	145	163.5
Sauropoda	extinct	145	163.5
Theropoda	extinct	66	83.5
Theropoda	extinct	174.1	190.8
Grallator_(Eubrontes)	extinct	208.5	228
Dinosauria	extinct	199.3	208.5
Grallator_(Eubrontes)	extinct	199.3	208.5
Grallator_(Eubrontes)	extinct	199.3	208.5
Dinosauria	extinct	182.7	199.3
Grallator_(Eubrontes)	extinct	182.7	199.3
Grallator_(Eubrontes)	extinct	182.7	199.3
Kayentapus_minor	extinct	208.5	228
Grallator_(Eubrontes)	extinct	208.5	228
Gregaripus	extinct	208.5	228
Hippodraco_scutodens	extinct	122.46	130
Iguanodontia	extinct	122.46	130
Ornithopoda	extinct	122.46	130
Dromaeosauridae	extinct	122.46	130
Iguanodontidae	extinct	122.46	129.4
Theropoda	extinct	208.5	228
Sauropodomorpha	extinct	208.5	228
Melanorosaurus	extinct	201.3	228
Megaloolithidae	extinct	66	72.1
Bohaiornis_guoi	extinct	113	125
Barilium_dawsoni	extinct	136.4	140.2
Theropoda	extinct	100.5	125
Ornithopoda	extinct	100.5	125
Palaeotodus_itardiensis	extinct	28.1	33.9
Aves	extinct	15.97	20
Sauropoda	extinct	152.1	163.5
Paraves	extinct	163.5	166.1
Ornithurae	extinct	66	70.6
Diomedea	extinct	3.6	7.246
Oceanodroma	extinct	3.6	7.246
Osteodontornis_orri	extinct	3.6	7.246
Morus_lompocanus	extinct	3.6	7.246
Morus_magnus	extinct	3.6	7.246
Sulidae	extinct	3.6	7.246
Uria	extinct	3.6	7.246
Fraterculini	extinct	3.6	7.246
Gavia_brodkorbi	extinct	3.6	7.246
Puffinus_barnesi	extinct	3.6	7.246
Miosula_media	extinct	3.6	7.246
Cepphus	extinct	3.6	7.246
Leptoptilos_robustus	extinct	0.0117	0.126
Theropoda	extinct	130	136.4
Sauropoda	extinct	140.2	145
Anchiornis_huxleyi	extinct	150.8	167.7
Protostrix_saurodosis	extinct	46.2	50.3
Hesperornis_regalis	extinct	70.6	83.5
Hesperornis_regalis	extinct	70.6	83.5
Hesperornis_regalis	extinct	70.6	83.5
Hesperornis_regalis	extinct	70.6	83.5
Hesperornis_regalis	extinct	70.6	83.5
Sauropodomorpha	extinct	174.1	201.3
Ectopistes_migratorius	extinct	0.0117	2.588
Theropoda	extinct	72.1	83.6
Theropoda	extinct	83.6	86.3
Odontopteryx	extinct	50.3	55.8
Graculavidae	extinct	50.3	55.8
Scolopaci	extinct	50.3	55.8
Phoenicopteridae	extinct	50.3	55.8
Steatornithidae	extinct	50.3	55.8
Caprimulgidae	extinct	50.3	55.8
Aegialornithidae	extinct	50.3	55.8
Aves	extinct	50.3	55.8
Plateosaurus_gracilis	extinct	208.5	228
Dyslocosaurus_polyonychius	extinct	145	157.3
Plateosaurus	extinct	201.3	228
Sauropodomorpha	extinct	201.3	228
Sauropodomorpha	extinct	201.3	228
Sauropodomorpha	extinct	201.3	228
Sauropodomorpha	extinct	201.3	228
Melanorosaurus	extinct	201.3	228
Blikanasaurus_cromptoni	extinct	201.3	228
Sauropodomorpha	extinct	201.3	228
Melanorosaurus_readi	extinct	201.3	228
Tonniornis_mesetaensis	extinct	33.9	38
Tonniornis_minimum	extinct	33.9	38
Spheniscidae	extinct	33.9	38
Sauropodomorpha	extinct	201.3	228
Sauropodomorpha	extinct	201.3	228
Sauropodomorpha	extinct	201.3	228
Sauropodomorpha	extinct	201.3	228
Sauropodomorpha	extinct	201.3	228
Sauropodomorpha	extinct	201.3	228
Sauropodomorpha	extinct	201.3	228
Sauropodomorpha	extinct	201.3	228
Sauropodomorpha	extinct	201.3	228
Sauropodomorpha	extinct	201.3	228
Sauropodomorpha	extinct	201.3	228
Sauropodomorpha	extinct	201.3	228
Sauropodomorpha	extinct	201.3	228
Sauropodomorpha	extinct	201.3	228
Sauropodomorpha	extinct	201.3	228
Sauropodomorpha	extinct	201.3	228
Sauropodomorpha	extinct	201.3	228
Sauropodomorpha	extinct	201.3	228
Sauropodomorpha	extinct	201.3	228
Massospondylus	extinct	190.8	201.3
Sauropodomorpha	extinct	201.3	228
Sauropodomorpha	extinct	201.3	228
Sauropodomorpha	extinct	201.3	228
Sauropodomorpha	extinct	201.3	228
Sauropodomorpha	extinct	201.3	228
Sauropodomorpha	extinct	201.3	228
Melanorosaurus	extinct	201.3	228
Sauropodomorpha	extinct	201.3	228
Melanorosaurus	extinct	201.3	228
Eucnemesaurus_fortis	extinct	201.3	228
Sauropodomorpha	extinct	201.3	237
Sauropodomorpha	extinct	201.3	237
Sauropodomorpha	extinct	201.3	237
Sauropodomorpha	extinct	201.3	237
Prosauropoda	extinct	190.8	201.3
Prosauropoda	extinct	201.3	228
Zhuchengtyrannus_magnus	extinct	72.1	83.6
Melanorosaurus	extinct	201.3	228
Claosaurus	extinct	72.1	83.6
Charadrius_vociferus	extinct	0.0117	0.126
Contopus_virens	extinct	0.0117	0.126
Cyanocitta_cristata	extinct	0.0117	0.126
Pica_pica	extinct	0.0117	0.126
Hylocichla	extinct	0.0117	0.126
Molothrus_ater	extinct	0.0117	0.126
Sauropoda	extinct	100.5	163.5
Hadrosauridae	extinct	83.6	100.5
Ornithomimidae	extinct	83.6	100.5
Menura_tyawanoides	extinct	15.97	23.03
Daemonosaurus_chauliodus	extinct	201.3	208.5
Ornithischia	extinct	157.3	163.5
Limusaurus_inextricabilis	extinct	157.3	163.5
Theropoda	extinct	157.3	163.5
Limusaurus_inextricabilis	extinct	157.3	163.5
Eubrontes_glenrosensis	extinct	174.1	201.3
Kayentapus_hailiutuensis	extinct	174.1	201.3
Anomoepus_intermedius	extinct	174.1	201.3
Dinosauria	extinct	66	72.1
Hadrosauridae	extinct	70.6	83.5
Hadrosauridae	extinct	70.6	83.5
Nomingia	extinct	66	72.1
Tarbosaurus	extinct	66	72.1
Hadrosauridae	extinct	72.1	83.6
Avimimus	extinct	66	83.5
Hadrosauridae	extinct	89.8	100.5
Ornithomimidae	extinct	89.8	100.5
Ornithomimidae	extinct	66	83.5
Avimimus	extinct	66	83.5
Theropoda	extinct	72.1	83.6
Troodontidae	extinct	83.6	100.5
Udanoceratops_tschizhovi	extinct	72.1	83.6
Huoshanornis_huji	extinct	113	125
Abrosaurus_dongpoensis	extinct	163.5	170.3
Presbyornis_isoni	extinct	56	66
Drusilasaura_deseadensis	extinct	89.3	99.6
Carnosauria	extinct	166.1	168.3
Prophaethon	extinct	56	66
Aves	extinct	56	66
Aves	extinct	55.8	58.7
Manidens_condorensis	extinct	168.3	182.7
Sauropoda	extinct	168.3	174.1
Kileskus_aristotocus	extinct	166.1	168.3
Dinosauria	extinct	237	242
Camptodontus_yangi	extinct	113	125
Parabrontopodus	extinct	100.5	145
Parabrontopodus	extinct	100.5	145
Theropoda	extinct	100.5	145
Parabrontopodus	extinct	100.5	145
Parabrontopodus	extinct	100.5	145
Edmontonia	extinct	70.6	83.5
Hadrosauridae	extinct	70.6	83.5
Edmontonia	extinct	70.6	83.5
Ornithomimidae	extinct	70.6	83.5
Dromaeosauridae	extinct	70.6	83.5
Saurornitholestes	extinct	70.6	83.5
Dromaeosauridae	extinct	70.6	83.5
Continuoolithus	extinct	70.6	83.5
Porituberoolithus	extinct	70.6	83.5
Ornithomimidae	extinct	66	70.6
Saurornitholestes	extinct	66	70.6
Ornithomimidae	extinct	70.6	83.5
Saurornitholestes	extinct	70.6	83.5
Ornithomimidae	extinct	70.6	83.5
Triceratops	extinct	66	70.6
Triceratops	extinct	66	72.1
Triceratops	extinct	66	72.1
Aves	extinct	33.9	38
Thecodontosaurus	extinct	201.3	208.5
Geochen_rhuax	extinct	0	0.0117
Thambetochen_chauliodous	extinct	0.0117	0.126
Branta	extinct	0.0117	0.126
Aves	extinct	0.0117	0.126
Strigiformes	extinct	0.0117	0.126
Corvus	extinct	0.0117	0.126
Apteribis_glenos	extinct	0.0117	0.126
Rallidae	extinct	0.0117	0.126
Passeriformes	extinct	0.0117	0.126
Ciridops	extinct	0.0117	0.126
Haliaeetus	extinct	0.0117	0.126
Numenius_tahitiensis	extinct	0.0117	0.126
Pterodroma_hypoleuca	extinct	0.0117	0.126
Gallus_gallus	extinct	0	0.0117
Thambetochen	extinct	0	0.0117
Apteribis_glenos	extinct	0	0.0117
Corvus	extinct	0	0.0117
Branta	extinct	0	0.0117
Strigiformes	extinct	0	0.0117
Buteo	extinct	0	0.0117
Pterodroma_hypoleuca	extinct	0	0.0117
Puffinus_pacificus	extinct	0	0.0117
Passeriformes	extinct	0	0.0117
Drepanidini	extinct	0	0.0117
Thambetochen	extinct	0	0.0117
Corvus	extinct	0	0.0117
Branta	extinct	0	0.0117
Rallidae	extinct	0	0.0117
Apteribis_glenos	extinct	0	0.0117
Strigidae	extinct	0	0.0117
Puffinus_pacificus	extinct	0	0.0117
Apteribis	extinct	0	0.0117
Pterodroma_hypoleuca	extinct	0	0.0117
Anatidae	extinct	0	0.0117
Branta	extinct	0	0.0117
Passeriformes	extinct	0	0.0117
Strigiformes	extinct	0	0.0117
Diomedea	extinct	0	0.0117
Moho_braccatus	extinct	0	0.0117
Numenius_tahitiensis	extinct	0	0.0117
Chaetoptila	extinct	0.0117	0.126
Pterodroma_phaeopygia	extinct	0.0117	0.126
Strigiformes	extinct	0.0117	0.126
Rallidae	extinct	0.0117	0.126
Phaeornis_obscurus	extinct	0.0117	0.126
Thambetochen	extinct	0.0117	0.126
Pterodroma	extinct	0	0.0117
Anatidae	extinct	0	0.0117
Geochen_rhuax	extinct	0	0.0117
Asio_flammeus	extinct	0	0.0117
Rallidae	extinct	0	0.0117
Apteribis	extinct	0	0.0117
Grallator_(Eubrontes)	extinct	228	237
Allosauroidea	extinct	136.4	140.2
Qiliania_graffini	extinct	113	125
Baryonychinae	extinct	125	132.9
Camarasauridae	extinct	125	132.9
Pelagornis	extinct	1.806	2.588
Phaethusavis_pelagicus	extinct	47.8	56
Titanosaurus_blanfordi	extinct	66	72.1
Isisaurus	extinct	66	72.1
Antarctosaurus	extinct	66	72.1
Titanosaurus_indicus	extinct	66	72.1
Titanosaurus	extinct	66	72.1
Eusauropoda	extinct	163.5	174.1
Sauropoda	extinct	145	157.3
Dinosauria	extinct	145	157.3
Allosauroidea	extinct	70.6	83.5
Theropoda	extinct	70.6	83.5
Theropoda	extinct	70.6	83.5
Dinosauria	extinct	100.5	145
Palaeospiza_bella	extinct	33.9	37.2
Aves	extinct	33.9	37.2
Megaloolithus_siruguei	extinct	66	70.6
Sauropoda	extinct	152.1	157.3
Ornithischia	extinct	228	237
Alioramus_altai	extinct	66	72.1
Brontopodus	extinct	122.46	125.45
Dinosauria	extinct	93.9	100.5
Megalosauridae	extinct	145	152.1
Dinehichnus	extinct	145	163.5
Stegosauridae	extinct	145	163.5
Sauropoda	extinct	145	163.5
Theropoda	extinct	145	163.5
Dinosauria	extinct	66	72.1
Dinosauria	extinct	66	83.6
Megaloolithus_baghensis	extinct	70.6	83.5
Megaloolithus_baghensis	extinct	66	70.6
Megaloolithus_baghensis	extinct	66	70.6
Rhabdodon	extinct	66	70.6
Ankylosauria	extinct	66	70.6
Sauropoda	extinct	163.5	170.3
Pelagornithidae	extinct	33.9	38
Anseriformes	extinct	33.9	38
Presbyornithidae	extinct	33.9	38
Anatidae	extinct	33.9	38
Theropoda	extinct	125	145
Titanosauridae	extinct	66	70.6
Rhabdodon_priscus	extinct	66	70.6
Stegosauria	extinct	100.5	163.5
Thyreophora	extinct	100.5	163.5
Ankylosauria	extinct	100.5	163.5
Theropoda	extinct	100.5	163.5
Titanosaurus	extinct	83.6	86.3
Theropoda	extinct	83.6	86.3
Xiaotingia_zhengi	extinct	150.8	167.7
Ornithopoda	extinct	139.8	145
Ornithopoda	extinct	139.8	145
Kuwajimasauropus	extinct	139.8	145
Hadrosauridae	extinct	72.1	83.6
Ceratopsidae	extinct	72.1	83.6
Hesperornis_regalis	extinct	70.6	83.5
Namaortyx_sperrgebietensis	extinct	38	41.3
Dinosauria	extinct	129.4	145
Aves	extinct	112.03	122.46
Spinosauridae	extinct	109	112.03
Santanaraptor_placidus	extinct	109	112.03
Aves	extinct	109	112.03
Pseudotetrasauropus	extinct	228	237
Sauropoda	extinct	189.6	196.5
Grallator_(Eubrontes)	extinct	199.3	201.3
Ankylosauria	extinct	83.5	85.8
Theropoda	extinct	190.8	199.3
Sauropoda	extinct	208.5	228
Sauropoda	extinct	66	72.1
Heterostrix_tatsinensis	extinct	28.4	33.9
Eostrix_tsaganica	extinct	48.6	55.8
Otozoum	extinct	201.3	237
Telmatosaurus	extinct	66	72.1
Struthiosaurus	extinct	66	72.1
Magyarosaurus	extinct	66	70.6
Telmatosaurus	extinct	66	70.6
Zalmoxes	extinct	66	70.6
Struthiosaurus_transylvanicus	extinct	66	70.6
Dinosauria	extinct	66	70.6
Magyarosaurus	extinct	66	70.6
Zalmoxes	extinct	66	70.6
Dinosauria	extinct	66	72.1
Struthiosaurus	extinct	66	70.6
Sauropoda	extinct	66	70.6
Dinosauria	extinct	66	100.5
Telmatosaurus_transsylvanicus	extinct	66	70.6
Zalmoxes	extinct	66	70.6
Titanosauria	extinct	66	70.6
Dromaeosauridae	extinct	66	70.6
Megaloolithidae	extinct	66	70.6
Rhabdodon_suessii	extinct	66	72.1
Zalmoxes_shqiperorum	extinct	66	72.1
Paludititan_nalatzensis	extinct	66	70.6
Sauropoda	extinct	66	72.1
Troodontidae	extinct	66	70.6
Telmatosaurus	extinct	66	70.6
Zalmoxes	extinct	66	70.6
Megaloolithidae	extinct	66	70.6
Zalmoxes_shqiperorum	extinct	66	70.6
Iguanodontia	extinct	66	70.6
Nodosauridae	extinct	66	70.6
Velociraptorinae	extinct	66	70.6
Theropoda	extinct	66	70.6
Paronychodon	extinct	66	70.6
Troodontidae	extinct	66	70.6
Struthio	extinct	0.0117	0.126
Struthio	extinct	2.588	7.246
Struthio	extinct	2.588	7.246
Spheniscidae	extinct	2.588	7.246
Aves	extinct	2.588	7.246
Struthio	extinct	0	2.588
Aves	extinct	0	2.588
Spheniscus_demersus	extinct	0.126	0.781
Phalacrocorax	extinct	0.126	0.781
Megaloolithus_siruguei	extinct	66	83.5
Zalmoxes_robustus	extinct	66	72.1
Spheniscus_demersus	extinct	0.0117	0.126
Struthionidae	extinct	2.588	5.333
Diomedeidae	extinct	2.588	3.6
Sulidae	extinct	2.588	3.6
Procellariidae	extinct	2.588	3.6
Alcidae	extinct	2.588	3.6
Struthionidae	extinct	2.588	3.6
Otididae	extinct	2.588	3.6
Phasianidae	extinct	2.588	3.6
Strigidae	extinct	2.588	3.6
Psittacidae	extinct	2.588	3.6
Pelagornithidae	extinct	2.588	3.6
Baptornithidae	extinct	93.5	99.6
Aeolosaurus	extinct	66	83.5
Epachthosaurus	extinct	89.3	99.6
Epachthosaurus_sciuttoi	extinct	89.3	99.6
Thescelosaurinae	extinct	66	70.6
Thescelosaurinae	extinct	66	83.5
Dinosauria	extinct	66	72.1
Aberratiodontus_wui	extinct	113	125
Confuciusornis_chuonzhous	extinct	122.46	130
Jibeinia_luanhera	extinct	113	129.4
Longchengornis_sanyanensis	extinct	113	125
Cathayornis_yandica	extinct	113	129.4
Ornithomimus	extinct	72.1	83.6
Omeisaurus_jiaoi	extinct	163.5	170.3
Sinotyrannus_kazuoensis	extinct	113	129.4
Theropoda	extinct	122.46	129.4
Sula	extinct	7.246	11.62
Phalacrocorax	extinct	7.246	11.62
Galliformes	extinct	48.6	55.8
Presbyornis_mongoliensis	extinct	48.6	55.8
Presbyornis	extinct	48.6	55.8
Presbyornis_mongoliensis	extinct	55.8	58.7
Presbyornithidae	extinct	55.8	58.7
Coelurosauria	extinct	70.6	85.8
Dakotornis_cooperi	extinct	56.8	61.7
Aves	extinct	66	83.6
Alamitornis_minutus	extinct	66	83.6
Ornithurae	extinct	66	83.6
Neornithes	extinct	66	83.6
Cathayornis_yandica	extinct	113	125
Songlingornis_linghensis	extinct	113	125
Narambuenatitan_palomoi	extinct	70.6	83.5
Petrobrasaurus_puestohernandezi	extinct	83.5	89.3
Theropoda	extinct	83.5	89.3
Alamosaurus_sanjuanensis	extinct	66	72.1
Morus	extinct	2.588	3.6
Mancalla_lucasi	extinct	3.6	5.333
Bagaceratops	extinct	72.1	83.6
Alca_carolinensis	extinct	3.6	5.333
Alca_minor	extinct	3.6	5.333
Alca_olsoni	extinct	3.6	5.333
Dongyangosaurus_sinensis	extinct	93.9	100.5
Tambatitanis_amicitiae	extinct	93.9	112.03
Tyrannosauroidea	extinct	93.9	112.03
Iguanodontidae	extinct	93.9	112.03
Sauropoda	extinct	89.8	100.5
Sauropoda	extinct	89.8	100.5
Sauropoda	extinct	89.8	100.5
Luoyanggia_liudianensis	extinct	89.8	100.5
Ornithomimidae	extinct	89.8	100.5
Spinosauridae	extinct	89.8	100.5
Neosauropoda	extinct	89.8	100.5
Carcharodontosauridae	extinct	89.8	100.5
Carcharodontosauridae	extinct	89.8	100.5
Shenzhousaurus_orientalis	extinct	122.46	130
Theropoda	extinct	66	100.5
Theropoda	extinct	100.5	125
Spinosauridae	extinct	100.5	125
Thyreophora	extinct	100.5	125
Dinosauria	extinct	100.5	125
Dinosauria	extinct	100.5	125
Ornithopoda	extinct	100.5	125
Sauropoda	extinct	100.5	125
Theropoda	extinct	100.5	125
Ornithopoda	extinct	100.5	125
Dinosauria	extinct	100.5	125
Theropoda	extinct	100.5	125
Theropoda	extinct	100.5	125
Theropoda	extinct	100.5	125
Spinosaurus	extinct	100.5	125
Sula	extinct	13.82	15.97
Diomedea	extinct	13.82	15.97
Morus	extinct	13.82	15.97
Dromaeosauridae	extinct	66	70.6
Titanosauridae	extinct	66	70.6
Enantiornithes	extinct	66	70.6
Zhongjianornis_yangi	extinct	122.46	125.45
Jianchangornis_microdonta	extinct	122.46	125.45
Rebbachisauridae	extinct	125	129.4
Aves	extinct	99.6	105.3
Berruornis_orbisantiqui	extinct	56	59.2
Aves	extinct	56	59.2
Eutreptodactylus_itaboraiensis	extinct	48.6	58.7
Iguanodon_bernissartensis	extinct	140.2	145
Berruornis_orbisantiqui	extinct	56	59.2
Neornithes	extinct	86.3	93.9
Ornithopoda	extinct	86.3	93.9
Sauropoda	extinct	86.3	93.9
Theropoda	extinct	86.3	93.9
Sazavis_prisca	extinct	89.3	93.5
Volgavis_marina	extinct	66	70.6
Paraves	extinct	140.2	145
Gargantuavis_philoinos	extinct	70.6	83.5
Euenantiornithes	extinct	113	125
Titanosauria	extinct	89.3	93.5
Canadaga_arctica	extinct	66	70.6
Ichthyornis_maltshevskyi	extinct	89.3	93.5
Gastornis	extinct	56	59.2
Gastornis_russelli	extinct	56	59.2
